quantity,bin,binBarcode,barcode,shelf,level,productName,productType,sku,option1,option2,option3,lotName,expiration,warehouse,minCost,avgCost,maxCost,price,committed,incoming,velocity,lastReceivedAt,lastReceivedPO
20,ALL INVENTORY,1787926575498,724004612501,Eliot's Trailer,1,Andover CoFlex Vet Cohesive Bandages - Single Roll,Horse Care > First Aid & Wellness > First Aid Supplies,3540WH-018,Size: 4-inch x 5 Yards,Color: White,,,,Corro Trailer 1,1.50,1.50,1.50,1.99,0,0,,,
8,ALL INVENTORY,1787926575498,040102121081,Eliot's Trailer,1,Andis Clipper Oil,"Horse Care > Grooming & Bathing > Clippers, Blades & Accessories",12501,Size: 4 Ounces,,,,,Corro Trailer 1,1.29,1.29,1.29,2.35,0,0,0.055555556,,
4,ALL INVENTORY,1787926575498,810611000234,Eliot's Trailer,1,Sore No-More Classic Herbal Gelotion Liniment,Horse Care > First Aid & Wellness > Liniments,AD005,Size: 1 Gallon,,,,,Corro Trailer 1,73.37,73.37,73.37,132.92,0,0,,,
28,ALL INVENTORY,1787926575498,724004611924,Eliot's Trailer,1,Andover CoFlex Vet Cohesive Bandages - Single Roll,Horse Care > First Aid & Wellness > First Aid Supplies,3540BK-018,Size: 4-inch x 5 Yards,Color: Black,,,,Corro Trailer 1,1.46,1.46,1.46,1.99,0,0,0.42307693,,
4,ALL INVENTORY,1787926575498,011444524014,Eliot's Trailer,1,Absorbine CoolDown Herbal Rinse,Horse Care > First Aid & Wellness > Liniments,427870,Size: 32 Ounces,,,,,Corro Trailer 1,18.53,18.69,18.80,24.49,0,0,0.027027028,,
1,ALL INVENTORY,1787926575498,872836007894,Eliot's Trailer,1,Lettia Coolmax Clik Girth,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,7894,Size: 44 inch,,,,,Corro Trailer 1,40.00,40.00,40.00,59.99,0,0,,,
1,ALL INVENTORY,1787926575498,8728360028688,Eliot's Trailer,1,Lettia CoolMax Fleece-lined Girth,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,GM48,Size: 48-inch,,,,,Corro Trailer 1,31.50,31.50,31.50,59.99,0,0,,,
1,ALL INVENTORY,1787926575498,872836002820,Eliot's Trailer,1,Lettia CoolMax Fleece-lined Girth,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,GM40,Size: 40-inch,,,,,Corro Trailer 1,31.50,31.50,31.50,59.99,0,0,,,
1,ALL INVENTORY,1787926575498,8728360028374,Eliot's Trailer,1,Lettia CoolMax Fleece-lined Girth,Tack & Equipment > Girths & Cinches > English Girths > Hunter/Jumper Girths,GM42,Size: 42-inch,,,,,Corro Trailer 1,31.50,31.50,31.50,59.99,0,0,,,
6,ALL INVENTORY,1787926575498,5425016902073,Eliot's Trailer,1,Cavalor CoolSens Liniment,Horse Care > First Aid & Wellness > Liniments,82193605,Size: 500 ml,,,,,Corro Trailer 1,20.39,20.39,20.39,29.99,0,0,0.037037037,,
6,ALL INVENTORY,1787926575498,606786010129,Eliot's Trailer,1,Cowboy Magic Detangler & Shine,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",11815-2,Size: 16 Ounces,,,,,Corro Trailer 1,21.08,21.88,23.48,28.99,0,0,0.01923077,,
2,ALL INVENTORY,1787926575498,606786041284,Eliot's Trailer,1,Cowboy Magic GreenSpot Remover,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",320444,Size: Gallon,,,,,Corro Trailer 1,24.47,24.76,25.04,39.99,0,0,,,
6,ALL INVENTORY,1787926575498,606786010327,Eliot's Trailer,1,Cowboy Magic Detangler & Shine,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",11815-3,Size: 32 Ounces,,,,,Corro Trailer 1,38.30,39.95,43.24,49.99,0,0,,,
2,ALL INVENTORY,1787926575498,606786400005,Eliot's Trailer,1,Cowboy Magic GreenSpot Remover,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",013-4000,Size: 32 Ounces,,,,,Corro Trailer 1,7.41,7.41,7.41,14.99,0,0,0.036144577,,
5,ALL INVENTORY,1787926575498,"5410340724767, 5410340724767",Eliot's Trailer,1,Cavalor Crunchies Healthy Horse Snacks,Horse Care > Treats & Toys > Treats,82696309,Size: 1.5 Kilograms,,,Lot# LL099,2026-09-10,Corro Trailer 1,13.45,13.45,13.45,19.99,0,0,0.028571429,,
4,ALL INVENTORY,1787926575498,078631731389,Eliot's Trailer,1,Probios Dispersible Powder,Horse Care > Supplements > Digestive & Gut Health,CHR-403,Size: 5 Pounds,,,Lot# 3793603,2027-07-15,Corro Trailer 1,56.39,56.39,56.39,70.37,0,0,,,
6,ALL INVENTORY,1787926575498,"1776267187007, 1776267187007",Eliot's Trailer,1,Cavalor An Energy Boost,Horse Care > Supplements > Performance & Energy,82193806,"Size: 60 cc, 6-pack",,,Lot# 25070021,2027-09-30,Corro Trailer 1,57.19,57.19,57.19,83.99,0,0,0.05882353,,
3,ALL INVENTORY,1787926575498,180434000224,Eliot's Trailer,1,Kentucky Performance Elevate Maintenance Powder,Horse Care > Supplements > Vitamins & Minerals,14526-1,Size: 2 Pounds Powder,,,Lot# 550,2027-10-01,Corro Trailer 1,39.94,39.94,39.95,54.99,0,0,0.037037037,,
1,ALL INVENTORY,1787926575498,180434000224,Eliot's Trailer,1,Kentucky Performance Elevate Maintenance Powder,Horse Care > Supplements > Vitamins & Minerals,14526-1,Size: 2 Pounds Powder,,,Lot# 3306115,2027-06-01,Corro Trailer 1,39.94,39.94,39.95,54.99,0,0,0.037037037,,
5,ALL INVENTORY,1787926575498,788169141412,Eliot's Trailer,1,Horsemen's Pride Equine Jolly Tug,Horse Care > Treats & Toys > Toys & Licks,JT14BL,Size: 14-inch,Color: Blue,,,,Corro Trailer 1,23.20,23.20,23.20,35.99,0,0,,,
6,ALL INVENTORY,1787926575498,5425016901915,Eliot's Trailer,1,Cavalor Equi Wash,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Shampoos",82193101,Size: 500 Milliliters,,,,,Corro Trailer 1,14.29,14.29,14.29,16.99,0,0,,,
11,ALL INVENTORY,1787926575498,791738114595,Eliot's Trailer,1,Pyranha Equine Spray & Wipe Water Based Formula,Horse Care > Fly & Insect Control > Fly Sprays & Traps,001EQSPRAY,Size: 1 Quart,,,,,Corro Trailer 1,13.63,13.63,13.63,17.99,0,0,,,
11,ALL INVENTORY,1787926575498,791738114694,Eliot's Trailer,1,Pyranha Equine Spray & Wipe Water Based Formula,Horse Care > Fly & Insect Control > Fly Sprays & Traps,001EQS15,Size: 15 Ounces,,,,,Corro Trailer 1,0.00,0.00,0.00,10.99,0,0,,,
2,ALL INVENTORY,1787926575498,078631731365,Eliot's Trailer,1,Probios Feed Granules,Horse Care > Supplements > Digestive & Gut Health,022-CHR406,Size: 5 Pounds,,,Lot #3759228,2026-10-30,Corro Trailer 1,36.78,36.78,36.78,44.99,0,0,,,
2,ALL INVENTORY,1787926575498,000399132870,Eliot's Trailer,1,Weaver Leather Flat Nylon Lunge Line with Snap,Tack & Equipment > Training & Lunging > Lunge Lines,35-7062-BK,Size: 1-inch x 24 Feet,Color: Black,,,,Corro Trailer 1,15.90,15.90,15.90,27.99,0,0,,,
4,ALL INVENTORY,1787926575498,5425016902165,Eliot's Trailer,1,Cavalor FreeBute Pain Relief Gel,Horse Care > First Aid & Wellness > Liniments,82194852,Size: 200 Milliliters,,,,,Corro Trailer 1,26.59,26.59,26.59,38.99,0,0,,,
4,ALL INVENTORY,1787926575498,5036486000017,Eliot's Trailer,1,Keratex Hoof Hardener,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,13477-1,Size: 250 Millileters,,,,,Corro Trailer 1,29.14,29.14,29.14,39.99,0,0,0.083333336,,
1,ALL INVENTORY,1787926575498,4102460111404,Eliot's Trailer,1,Effol Hoof Oil,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,111475,Size: 475 Milliliters,,,,,Corro Trailer 1,14.20,14.20,14.20,24.99,0,0,0.039473683,,
11,ALL INVENTORY,1787926575498,311444029046,Eliot's Trailer,1,Absorbine Hooflex Thrush Remedy,Horse Care > First Aid & Wellness > Hoof Care > Thrush,428455,Size: 12 Ounces,,,,,Corro Trailer 1,11.70,11.70,11.70,16.99,0,0,0.057142857,,
0,ALL INVENTORY,1787926575498,011444134039,Eliot's Trailer,1,Absorbine Hooflex All Natural Dressing And Conditioner,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,14496-1,Size: 15 Ounces,,,,,Corro Trailer 1,13.97,13.97,13.97,20.89,0,0,0.036144577,,
2,ALL INVENTORY,1787926575498,4102460110124,Eliot's Trailer,1,Effol Hoof Ointment,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,110112,Size: 1 Liter,Color: Green,,,,Corro Trailer 1,13.48,13.48,13.48,21.99,0,0,,,
2,ALL INVENTORY,1787926575498,011444056010,Eliot's Trailer,1,Absorbine Hooflex Therapeutic Conditioner Liquid,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,11713-1,Size: 15 Ounces,,,,,Corro Trailer 1,12.72,12.72,12.72,19.79,0,0,,,
0,ALL INVENTORY,1787926575498,5425016902066,Eliot's Trailer,1,Cavalor Ice Clay,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,82191704,Size: 4 kg,,,,,Corro Trailer 1,44.19,44.19,44.19,64.99,0,0,,,
6,ALL INVENTORY,1787926575498,791738114564,Eliot's Trailer,1,Pyranha Insecticide,Horse Care > Fly & Insect Control > Fly Sprays & Traps,001AERO,Size: 15 Ounces,,,,,Corro Trailer 1,17.26,17.26,17.26,24.99,0,0,0.45833334,,
2,ALL INVENTORY,1787926575498,788169041088,Eliot's Trailer,1,Horsemen's Pride Jolly Ball,Horse Care > Treats & Toys > Toys & Licks,410PK,Flavor: Bubble Gum,Size: 10-inch,,,,Corro Trailer 1,15.72,15.72,15.72,22.99,0,0,0.041666668,,
3,ALL INVENTORY,1787926575498,011444300021,Eliot's Trailer,1,Absorbine Magic Cushion,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,13671-2,Size: 4 Pounds,,,,,Corro Trailer 1,38.32,41.70,45.08,56.19,0,0,0.060240965,,
5,ALL INVENTORY,1787926575498,011444300052,Eliot's Trailer,1,Absorbine Magic Cushion,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,13671-3,Size: 8 Pounds,,,,,Corro Trailer 1,64.93,69.66,74.38,96.19,0,0,,,
6,ALL INVENTORY,1787926575498,185034000025,Eliot's Trailer,1,Mare Magic Calming Supplement,Horse Care > Supplements > Calming & Focus,12416-3,Size: 32 Ounces,,,Lot #1623833,2027-04-01,Corro Trailer 1,34.15,34.15,34.15,49.99,0,0,0.055555556,,
3,ALL INVENTORY,1787926575498,011444301028,Eliot's Trailer,1,Absorbine Magic Cushion Xtreme,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,13670-2,Size: 4 Pounds,,,,,Corro Trailer 1,50.07,50.07,50.07,67.59,0,0,0.046511628,,
6,ALL INVENTORY,1787926575498,312090000984,Eliot's Trailer,1,MannaPro Corona Multi-Purpose Ointment,Horse Care > First Aid & Wellness > Wound Care & Topicals,11170-4,Size: 36 Ounces,,,,,Corro Trailer 1,34.04,34.04,34.04,53.99,0,0,0.125,,
6,ALL INVENTORY,1787926575498,095668001315,Eliot's Trailer,1,MannaPro Corona Multi-Purpose Ointment,Horse Care > First Aid & Wellness > Wound Care & Topicals,1000140,Size: 14 Ounces,,,,,Corro Trailer 1,0.00,8.08,16.15,26.99,0,0,0.014084507,,
0,ALL INVENTORY,1787926575498,708852000352,Eliot's Trailer,1,Mrs. Pastures Cookies for Horses,Horse Care > Treats & Toys > Treats,708852000352,Size: 32 Ounces,,,,,Corro Trailer 1,7.30,7.30,7.30,14.99,0,0,0.06097561,,
8,ALL INVENTORY,1787926575498,021784471572,Eliot's Trailer,1,Panacur Powerpac Equine Dewormer,Horse Care > Supplements > Wormer,001-069276,"Size: 57 Grams, 5-Pack",,,Lot# A535B01,2028-06-01,Corro Trailer 1,79.50,80.03,81.09,95.99,0,0,,,
6,ALL INVENTORY,1787926575498,786232103800,Eliot's Trailer,1,EQyss Premier Conditioner,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Conditioners",091-10380,Size: 16 Ounces,,,,,Corro Trailer 1,9.85,9.85,9.85,13.99,0,0,0.05263158,,
12,ALL INVENTORY,1787926575498,786232103503,Eliot's Trailer,1,EQyss Premier Equine Shampoo,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Shampoos",091-10350,Size: 32 Ounces,,,,,Corro Trailer 1,13.29,13.29,13.29,19.95,0,0,0.03508772,,
2,ALL INVENTORY,1787926575498,722424321096,Eliot's Trailer,1,exhibitor's QUIC CONDITIONER Moisturizer & Strengthener,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Conditioners",321096,Size: 32 Ounces,,,,,Corro Trailer 1,9.27,9.27,9.27,13.99,0,0,,,
4,ALL INVENTORY,1787926575498,722424064115,Eliot's Trailer,1,exhibitor's QUIC BRAID Total Mane & Tail Control,Horse Care > Grooming & Bathing > Brushes & Tools > Braiding,12028-2,Size: 64 Ounces,,,,,Corro Trailer 1,19.09,19.09,19.09,29.99,0,0,,,
7,ALL INVENTORY,1787926575498,722424016114,Eliot's Trailer,1,exhibitor's QUIC BRAID Total Mane & Tail Control,Horse Care > Grooming & Bathing > Brushes & Tools > Braiding,321326,Size: 16 Ounces,,,,,Corro Trailer 1,8.06,8.06,8.06,15.34,0,0,0.039473683,,
2,ALL INVENTORY,1787926575498,722424032091,Eliot's Trailer,1,exhibitor's QUIC SHEEN Coat Polish,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",013-321386,Size: 32 Ounces,,,,,Corro Trailer 1,9.99,9.99,9.99,16.99,0,0,,,
1,ALL INVENTORY,1787926575498,086621397019,Eliot's Trailer,1,Farnam Rain Maker Triple Action Hoof Moisturizer and Conditioner,Horse Care > Grooming & Bathing > Hoof Oils & Conditioner,39701,Size: 32 Ounces,,,,,Corro Trailer 1,16.88,16.88,16.88,30.99,0,0,,,
27,ALL INVENTORY,1787926575498,722424064016,Eliot's Trailer,1,exhibitor's QUIC SILVER Whitening Intensifier & Shampoo,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Shampoos",321164,Size: 64 Ounces,,,,,Corro Trailer 1,23.23,23.23,23.23,35.99,0,0,0.024096385,,
5,ALL INVENTORY,1787926575498,722424016015,Eliot's Trailer,1,exhibitor's QUIC SILVER Whitening Intensifier & Shampoo,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Shampoos",12029-1,Size: 16 Ounces,,,,,Corro Trailer 1,7.63,7.63,7.63,13.99,0,0,0.036363635,,
9,ALL INVENTORY,1787926575498,086621103306,Eliot's Trailer,1,Farnam Repel-X Insecticide and Repellent,Horse Care > Fly & Insect Control > Fly Sprays & Traps,100551184,Size: 1 Quart,,,,,Corro Trailer 1,10.56,10.56,10.56,15.99,0,0,,,
4,ALL INVENTORY,1787926575498,086621741102,Eliot's Trailer,1,Horse Health Products Red Cell Vitamin-Iron-Mineral Supplement,Horse Care > Supplements > Performance & Energy,74110,Size: 1 Gallon,,,,,Corro Trailer 1,21.84,21.84,21.84,34.97,0,0,,,
2,Cycle Counts Grooming,1785512013430,674422115279,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",STUGDS,Size: 10 Ounces,Color: Gray,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
2,Cycle Counts Grooming,1785512013430,674422115255,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",13018-3,Size: 10 Ounces,Color: Dark Brown,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
4,ALL INVENTORY,1787926575498,011444146063,Eliot's Trailer,1,Absorbine ShowSheen Miracle Groom Bath in a Bottle,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",450150,Size: 16 Ounces,,,,,Corro Trailer 1,6.33,6.33,6.33,17.29,0,0,0.023255814,,
2,Cycle Counts Grooming,1785512013430,674422115224,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",STUSDS,Size: 10 Ounces,Color: Sorrel,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
2,Cycle Counts Grooming,1785512013430,674422115231,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",STU-C DS,Size: 10 Ounces,Color: Chestnut,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
2,Cycle Counts Grooming,1785512013430,674422115262,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",STUPDS,Size: 10 Ounces,Color: Palomino,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,0.012048192,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
5,Cycle Counts Grooming,1785512013430,674422115248,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",13018-5,Size: 10 Ounces,Color: Medium Brown,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
0,ALL INVENTORY,1787926575498,311444032046,Eliot's Trailer,1,Absorbine ShowSheen Hair Polish & Detangler,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",428940,Size: 1 Gallon,,,,,Corro Trailer 1,30.16,30.16,30.16,43.59,0,0,0.048780486,,
15,Cycle Counts Grooming,1785512013430,311444032046,Eliot's Trailer,1,Absorbine ShowSheen Hair Polish & Detangler,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",428940,Size: 1 Gallon,,,,,Corro Trailer 1,30.16,30.16,30.16,43.59,0,0,0.048780486,,
5,Cycle Counts Grooming,1785512013430,674422115200,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",13018-8,Size: 10 Ounces,Color: White,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,0.012048192,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
11,ALL INVENTORY,1787926575498,311444032039,Eliot's Trailer,1,Absorbine ShowSheen Hair Polish & Detangler,"Horse Care > Grooming & Bathing > Shampoos, Conditioners & Sprays > Detanglers, Shines & Sprays",11094-1,Size: 32-Ounce Spray,,,,,Corro Trailer 1,11.94,11.94,11.94,17.99,0,0,0.023529412,,
7,Cycle Counts Grooming,1785512013430,674422115194,Eliot's Trailer,1,Shapley's Show Touch Ups,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",STU-BDS,Size: 10 Ounces,Color: Black,,,,Corro Trailer 1,9.94,9.94,9.94,12.99,0,0,,Fri Jul 31 2026 15:56:50 GMT+0000 (Coordinated Universal Time),NWW00016
2,ALL INVENTORY,1787926575498,010576000229,Eliot's Trailer,1,Hawthorne Products Sole Pack Medicated Liquid Hoof Dressing,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,1003,Size: 16 Ounces,,,,,Corro Trailer 1,8.22,8.22,8.22,22.99,0,0,0.023255814,,
10,ALL INVENTORY,1787926575498,010576000236,Eliot's Trailer,1,Hawthorne Products Sole Pack Medicated Hoof Packing Paste,Horse Care > First Aid & Wellness > Poultices & Hoof Packing,16824-2,Size: 8 Pounds,,,,,Corro Trailer 1,74.77,74.77,74.77,94.99,0,0,0.06779661,,
5,ALL INVENTORY,1787926575498,788169020311,Eliot's Trailer,1,Horsemen's Pride Stall Snack Combo,Horse Care > Treats & Toys > Toys & Licks,SS203APPLE,Size: 1 Combo,,,,,Corro Trailer 1,25.47,25.47,25.47,44.45,0,0,0.015625,,
6,ALL INVENTORY,1787926575498,086621123021,Eliot's Trailer,1,Farnam SWAT Fly Repellent Ointment,Horse Care > Fly & Insect Control > Fly Sprays & Traps,100532426,Size: 7 Ounces,Color: Clear,,,,Corro Trailer 1,0.00,4.92,9.84,15.49,0,0,0.014925373,,
2,ALL INVENTORY,1787926575498,"5410340724774, 5410340724774",Eliot's Trailer,1,Cavalor Sweeties Healthy Horse Snacks,Horse Care > Treats & Toys > Treats,82696304,Size: 750 Grams,,,Lot# LL297,2027-04-24,Corro Trailer 1,7.29,7.29,7.29,10.95,0,0,0.05,,
3,ALL INVENTORY,1787926575498,7340041110447,Eliot's Trailer,1,Back on Track Therapeutic No Bow Wraps,Tack & Equipment > Boots & Wraps > Leg Wraps,20500006,Size: 12 Inches x 30 Inches,Color: Black,,,,Corro Trailer 1,34.00,34.00,34.00,68.00,0,0,0.018518519,,
5,ALL INVENTORY,1787926575498,7340041110454,Eliot's Trailer,1,Back on Track Therapeutic No Bow Wraps,Tack & Equipment > Boots & Wraps > Leg Wraps,20500007,Size: 14 Inches x 30 Inches,Color: Black,,,,Corro Trailer 1,34.00,34.00,34.00,68.00,0,0,0.018518519,,
2,ALL INVENTORY,1787926575498,7340041110461,Eliot's Trailer,1,Back on Track Therapeutic No Bow Wraps,Tack & Equipment > Boots & Wraps > Leg Wraps,20500008,Size: 16 Inches x 30 Inches,Color: Black,,,,Corro Trailer 1,34.00,34.00,34.00,68.00,0,0,,,
2,ALL INVENTORY,1787926575498,7340041172568,Eliot's Trailer,1,Back on Track Therapeutic No Bow Wraps,Tack & Equipment > Boots & Wraps > Leg Wraps,20500009,Size: 10 Inches x 30 Inches,Color: Black,,,,Corro Trailer 1,34.00,34.00,34.00,68.00,0,0,,,
0,ALL INVENTORY,1787926575498,757475332685,Eliot's Trailer,1,Epona Tiger’s Tongue Horse Groomer,"Horse Care > Grooming & Bathing > Brushes & Tools > Grooming Gloves, Curry Combs & Deshedding Tools",TIGER-1010,Title: Default Title,,,,,Corro Trailer 1,3.75,3.75,3.75,9.95,0,0,0.06097561,,
46,Cycle Counts Grooming,1785512013430,757475332685,Eliot's Trailer,1,Epona Tiger’s Tongue Horse Groomer,"Horse Care > Grooming & Bathing > Brushes & Tools > Grooming Gloves, Curry Combs & Deshedding Tools",TIGER-1010,Title: Default Title,,,,,Corro Trailer 1,3.75,3.75,3.75,9.95,0,0,0.06097561,,
2,ALL INVENTORY,1787926575498,011444220015,Eliot's Trailer,1,Absorbine UltraShield Green Natural Fly Repellent,Horse Care > Fly & Insect Control > Fly Sprays & Traps,429501,Size: 32 Ounces,,,,,Corro Trailer 1,15.48,15.48,15.48,23.59,0,0,,,
31,ALL INVENTORY,1787926575498,350604600190,Eliot's Trailer,1,Merial UlcerGard Oral Paste,Horse Care > Supplements > Digestive & Gut Health,126652,Size: 1 Syringe,,,Lot# AD017/25,2026-11-01,Corro Trailer 1,36.65,38.24,39.22,42.99,0,0,0.325,,
4,ALL INVENTORY,1787926575498,4064035091880,Eliot's Trailer,1,3M Vetrap Bandaging Tape,Horse Care > First Aid & Wellness > First Aid Supplies,1410BK,Size: 4-inch x 5 Yards,Color: Black,,,,Corro Trailer 1,2.05,2.16,2.27,2.89,0,0,0.18181819,,
10,ALL INVENTORY,1787926575498,311444075012,Eliot's Trailer,1,Absorbine Veterinary Liniment Gel,Horse Care > First Aid & Wellness > Liniments,11015-2,Size: 12 Ounces,,,,,Corro Trailer 1,11.14,11.14,11.14,15.45,0,0,0.028169014,,
2,ALL INVENTORY,1787926575498,086621049598,Eliot's Trailer,1,Farnam Vetrolin Green Spot Out Spray-On Dry Clean Shampoo,"Horse Care > Grooming & Bathing > Shampoos, Conditioners, & Sprays > Stain Removers",3004959,Size: 16 Ounces,,,,,Corro Trailer 1,5.61,5.61,5.61,9.99,0,0,,,
